titre,domaine,type_news
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
فيروس كورونا يُمكنه الإنتقال من خلال الملامسة و الأسطح والأطعمة القلوية لا تقضي على كورونا,,زائف
هذا طريق يقع في جبال الألب اليابانية وليس في دمشق,,ساخر
هذه الصورة ليست حقيقية وتعود لرسومات خيال علمي,,مضلل
صورة الاخطبوط مع الغواص مفبركة وتم تركيبها لتظهر بهذا الشكل,,زائف
هذه الصورة تعود لتجربة اجتماعية قديمة جرت في الهند ولم تنته بعملية تفجير إرهابي,,زائف
هذا المقطع قديم وليس له علاقة بوصول رغد صدام حسين إلى العراق,,مضلل
رسالة جورج الثاني إلى خليفة المسلمين في الأندلس هشام الثالث مفبركة ولا أساس لها من الصحة,,زائف
لقاح كورونا ليس المسؤول عن وفاة 761 من كبار السن في إسبانيا,,مضلل
هذه الصور ليست لسوق لبيع الفتيات ذوات الشعر الأحمر في هولندا,,مضلل
هذه الصورة غير حقيقية وتعود الصورة الاصلية لمبنى شامبورد في الولايات المتحدة,,زائف
البجعة لا تجرح نفسها لتطعم صغارها بل هذه أسطورة,,مضلل
هذه الصور قديمة وتعود لعام 2020 خلال مظاهرة بمدينة خراطة الجزائرية,,مضلل
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
هذا تمثال الرئيس المصري السابق حسني مبارك نُصِب في أذربيجان وليس موسكو,,مضلل
نقل أسواق الموسكي والعتبة والفجالة والأزهر إلى شرق القاهرة خبر لا أساس له من الصحة,,زائف
هذا الجسر يقع في اليابان وصُمم وبُني في غضون 4 أشهر,,مضلل
لم تنشر جامعة جون هوبكنز هذا التقرير بخصوص جائحة كورونا بل نُشر في مجلة طلابية وتم سحبه لاحقاً,,زائف
لقاح كورونا غير آمن وبشهادة أطباء من دول أوروبيّة – زائف,,زائف
هذه الصورة لا تظهر جبل مرة في السودان بل شلال وايلوا في هاواي بالولايات المتحدة الأمريكية,,مضلل
هذه الصورة المتداولة حول امتحانات مصر مفبركة,,زائف
فيديو لشخص يدعي أنه لا يمكن التقاط فيروس كورونا – زائف,,زائف
الدكتور التونسي ذاكر لهيذب لم يقل أن وباء كورونا انتهى في تونس في فبراير 2021,,زائف
هذه الصورة تظهر شارع الشيخ زايد في دبي ولا تعود إلى ماليزيا,,مضلل
هذا المقطع يصور مشاجرة جرت في البرازيل ولا يظهر اعتداء وقع في سوريا أو الأردن أو لبنان,,مضلل
وفاة 35 شخص بعد تلقيهم لقاح فيروس كورونا في بريطانيا خبر زائف,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
لم تصنف المدينة المنورة كمدينة آمنة من الأوبئة ولا وجود لهذا التصنيف لدى منظمة الصحة العالمية,,زائف
التنبيه الموجود في الماسح الضوئي لفحص الحقائب لا يشير إلى سحب المأكولات والمشروبات,,زائف
هذه الصورة لحريق في منطقة الدكوانة في لبنان وليس لها علاقة بالجزائر,,مضلل
لم يتم تطبيق المسحة الشرجية لفحص حالات كوفيد-19 في مطارات مصر,,زائف
هذه الصورة تظهر أنتوني فيشر مريض داء السكري وليس السرطان,,مضلل
هذه الصورة تظهر عصابة صينية ألقي عليها القبض بسبب الدعارة وليس بيع لحوم الغنم,,مضلل
هذه ليست أقرب أو أوضح صورة للشمس ولم تنشرها ناسا,,مضلل
هذه الصورة مفبركة ولم يُكتب عليها عبارة يسوع أوقف الفيروس,,زائف
هذا المقطع لطلاب في مدرسة احمد زبانة في الجزائر وليس له علاقة في تونس,,مضلل
هذه الصورة لا تعود إلى قرية با محمد في المغرب بل إلى توسكانا في إيطاليا,,مضلل
هذه الصور لا تعود لتوزيع الرئيس التركي أردوغان منازل بالمجان على الفقراء والمشردين,,مضلل
هذه الصورة مفبركة وليست لاكبر مظلة في العالم,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
صورة الحبار العملاق هذه ليست حقيقية بل مفبركة,,مضلل
هذه الصورة لحبار عملاق تم اصطياده في بورتلاند وليس له علاقة في تونس,,مضلل
العاهل المغربي يتلقى الجرعة الأولى من اللقاح المضاد لكوفيد-19 – خبر صحيح,,صحيح
لم تَدُر أحداث فيلم ” أنا أسطورة ” للممثل الأمريكي ويل سميت في عام 2021,,مضلل
خليط الزنجبيل والقرفة لا يشكل مادة سامة ولا يؤدي إلى الوفاة,,زائف
هذه الصورة قديمة ولا تعود إلى انفجار في الكركرات,,مضلل
هذه الصورة ليست حقيقية بل تعود لكواليس تصوير فيلم ” واحد صعيدي “,,مضلل
هذه الصور ليست لتجار أعضاء بشرية بل تعود لمتهمين بالسرقة في مصر والإمارات,,مضلل
هذه الصورة ليست حقيقية ولا تعود إلى كوكب اكتشفته وكالة ناسا,,مضلل
هذه الصورة قديمة لمظاهرة عام 1991 في روسيا وليست حديثة,,مضلل
هذه الصورة مفبركة وتعود الصورة الأصلية لمركبة لونغ مارش الصينية,,زائف
هذه الصورة لمظاهرات عام 2011 في شارع الحبيب بورقيبة وليست حديثة,,مضلل
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
هذا المقطع لحريق في أحد مستودعات الرياض وليس له علاقة بسوريا,,مضلل
الصورة المتداولة على أنها تظهر جنودا من الجيش المصري، هي في الحقيقة لجنود سعوديين,,مضلل
